fid,name,realtype,markettype,useful,dtype,screen_no,unit,desc
9201,계좌번호,잔고,자산정보,True,str,,0,
9001,"종목코드,업종코드",잔고,자산정보,True,str,,0,
917,신용구분,잔고,자산정보,True,str,,0,
916,대출일,잔고,자산정보,True,date,,0,
302,종목명,잔고,자산정보,True,str,,0,
10,현재가,잔고,자산정보,True,int_abs,,0,
930,보유수량,잔고,자산정보,True,int_abs,,0,
931,매입단가,잔고,자산정보,True,int_abs,,0,
932,총매입가,잔고,자산정보,True,int_abs,,0,
933,주문가능수량,잔고,자산정보,True,int_abs,,0,
945,당일순매수량,잔고,자산정보,True,int_abs,,0,
946,매도/매수구분,잔고,자산정보,True,str,,0,
950,당일총매도손익,잔고,자산정보,True,int,,0,
951,예수금,잔고,자산정보,True,int_abs,,0,
27,(최우선)매도호가,잔고,자산정보,True,int_abs,,0,
28,(최우선)매수호가,잔고,자산정보,True,int_abs,,0,
307,기준가,잔고,자산정보,True,int_abs,,0,
8019,손익율,잔고,자산정보,True,pct,,0,
957,신용금액,잔고,자산정보,True,int_abs,,0,
958,신용이자,잔고,자산정보,True,int_abs,,0,
918,만기일,잔고,자산정보,True,date,,0,
990,당일실현손익(유가),잔고,자산정보,True,int,,0,
991,당일실현손익률(유가),잔고,자산정보,True,pct,,0,
992,당일실현손익(신용),잔고,자산정보,True,int,,0,
993,당일실현손익률(신용),잔고,자산정보,True,pct,,0,
959,담보대출수량,잔고,자산정보,True,int_abs,,0,
20,체결시간,종목프로그램매매,주식,False,time,5002,0,
10,현재가,종목프로그램매매,주식,True,int_abs,5002,0,
25,전일대비기호,종목프로그램매매,주식,False,str,,0,
11,전일대비,종목프로그램매매,주식,False,int,,0,
12,등락율,종목프로그램매매,주식,True,pct,5002,0,
13,누적거래량,종목프로그램매매,주식,False,int_abs,5002,0,
202,매도수량,종목프로그램매매,주식,False,int_abs,5002,0,
204,매도금액,종목프로그램매매,주식,False,int_abs,5002,0,
206,매수수량,종목프로그램매매,주식,False,int_abs,5002,0,
208,매수금액,종목프로그램매매,주식,False,int_abs,5002,0,
210,순매수수량,종목프로그램매매,주식,False,int_abs,5002,0,
212,순매수금액,종목프로그램매매,주식,False,int_abs,5002,0,
213,순매수금액증감,종목프로그램매매,주식,False,int,5002,0,
214,장시작예상잔여시간,종목프로그램매매,주식,False,int_abs,5002,0,
215,장운영구분,종목프로그램매매,주식,False,str,5002,0,
216,투자자별ticker,종목프로그램매매,주식,False,str,,0,
